起运港,目的港,箱型,海运费USD,附加费USD,运输天数,运价有效期,数据来源
Singapore,Jebel Ali,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Jebel Ali,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Jebel Ali,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Jebel Ali,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Jeddah,20GP,2100,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Jeddah,40GP,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Jeddah,40HQ,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Jeddah,40RF,4200,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Jeddah,40OT,2840,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Jeddah,40FR,3040,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Kao Hsiung,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Kao Hsiung,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Kao Hsiung,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Kao Hsiung,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Kao Hsiung,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Kao Hsiung,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Karachi,20GP,2980,150,17,MOCK (replace with real 运价有效期),MOCK
Singapore,Karachi,40GP,3230,150,17,MOCK (replace with real 运价有效期),MOCK
Singapore,Karachi,40HQ,3230,150,17,MOCK (replace with real 运价有效期),MOCK
Singapore,Karachi,40RF,5950,150,17,MOCK (replace with real 运价有效期),MOCK
Singapore,Karachi,40OT,4020,150,17,MOCK (replace with real 运价有效期),MOCK
Singapore,Karachi,40FR,4310,150,17,MOCK (replace with real 运价有效期),MOCK
Singapore,Kolkata,20GP,1050,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Kolkata,40GP,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Kolkata,40HQ,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Kolkata,40RF,2100,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Kolkata,40OT,1420,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Kolkata,40FR,1520,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Kribi,20GP,4720,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Kribi,40GP,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Kribi,40HQ,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Kribi,40RF,9450,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Kribi,40OT,6380,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Kribi,40FR,6850,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Laem Chabang,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Laem Chabang,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Laem Chabang,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Laem Chabang,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Laem Chabang,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Laem Chabang,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Le Havre,20GP,4720,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Le Havre,40GP,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Le Havre,40HQ,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Le Havre,40RF,9450,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Le Havre,40OT,6380,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Le Havre,40FR,6850,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Leam Chabang,20GP,520,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Leam Chabang,40GP,570,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Leam Chabang,40HQ,570,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Leam Chabang,40RF,1050,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Leam Chabang,40OT,710,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Leam Chabang,40FR,760,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Lome,20GP,4200,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Lome,40GP,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Lome,40HQ,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Lome,40RF,8400,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Lome,40OT,5670,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Lome,40FR,6090,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Los Angeles,20GP,6820,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,Los Angeles,40GP,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,Los Angeles,40HQ,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,Los Angeles,40RF,13650,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,Los Angeles,40OT,9210,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,Los Angeles,40FR,9900,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,Luanda,20GP,5950,150,34,MOCK (replace with real 运价有效期),MOCK
Singapore,Luanda,40GP,6460,150,34,MOCK (replace with real 运价有效期),MOCK
Singapore,Luanda,40HQ,6460,150,34,MOCK (replace with real 运价有效期),MOCK
Singapore,Luanda,40RF,11900,150,34,MOCK (replace with real 运价有效期),MOCK
Singapore,Luanda,40OT,8030,150,34,MOCK (replace with real 运价有效期),MOCK
Singapore,Luanda,40FR,8630,150,34,MOCK (replace with real 运价有效期),MOCK
Singapore,Manila,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Manila,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Manila,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Manila,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Manila,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Manila,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Mex",20GP,6820,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Mex",40GP,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Mex",40HQ,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Mex",40RF,13650,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Mex",40OT,9210,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Mex",40FR,9900,150,39,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Pa",20GP,8220,150,47,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Pa",40GP,8930,150,47,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Pa",40HQ,8930,150,47,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Pa",40RF,16450,150,47,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Pa",40OT,11100,150,47,MOCK (replace with real 运价有效期),MOCK
Singapore,"Manzanillo, Pa",40FR,11930,150,47,MOCK (replace with real 运价有效期),MOCK
Singapore,Mombasa,20GP,2100,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Mombasa,40GP,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Mombasa,40HQ,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Mombasa,40RF,4200,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Mombasa,40OT,2840,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Mombasa,40FR,3040,150,12,MOCK (replace with real 运价有效期),MOCK
Singapore,Montevideo,20GP,5250,150,30,MOCK (replace with real 运价有效期),MOCK
Singapore,Montevideo,40GP,5700,150,30,MOCK (replace with real 运价有效期),MOCK
Singapore,Montevideo,40HQ,5700,150,30,MOCK (replace with real 运价有效期),MOCK
Singapore,Montevideo,40RF,10500,150,30,MOCK (replace with real 运价有效期),MOCK
Singapore,Montevideo,40OT,7090,150,30,MOCK (replace with real 运价有效期),MOCK
Singapore,Montevideo,40FR,7610,150,30,MOCK (replace with real 运价有效期),MOCK
Singapore,Nansha,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nansha,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nansha,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nansha,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nansha,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nansha,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Navegantes,20GP,4550,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Navegantes,40GP,4940,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Navegantes,40HQ,4940,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Navegantes,40RF,9100,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Navegantes,40OT,6140,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Navegantes,40FR,6600,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhava Sheva,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhava Sheva,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhava Sheva,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhava Sheva,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhava Sheva,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhava Sheva,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhave Sheva,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhave Sheva,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhave Sheva,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhave Sheva,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhave Sheva,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Nhave Sheva,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Ningbo,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Ningbo,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Ningbo,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Ningbo,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Ningbo,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Ningbo,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Onne,20GP,5420,150,31,MOCK (replace with real 运价有效期),MOCK
Singapore,Onne,40GP,5890,150,31,MOCK (replace with real 运价有效期),MOCK
Singapore,Onne,40HQ,5890,150,31,MOCK (replace with real 运价有效期),MOCK
Singapore,Onne,40RF,10850,150,31,MOCK (replace with real 运价有效期),MOCK
Singapore,Onne,40OT,7320,150,31,MOCK (replace with real 运价有效期),MOCK
Singapore,Onne,40FR,7870,150,31,MOCK (replace with real 运价有效期),MOCK
Singapore,Paranagua,20GP,4720,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Paranagua,40GP,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Paranagua,40HQ,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Paranagua,40RF,9450,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Paranagua,40OT,6380,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Paranagua,40FR,6850,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Penang,20GP,520,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Penang,40GP,570,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Penang,40HQ,570,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Penang,40RF,1050,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Penang,40OT,710,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Penang,40FR,760,150,3,MOCK (replace with real 运价有效期),MOCK
Singapore,Piraeus,20GP,5080,150,29,MOCK (replace with real 运价有效期),MOCK
Singapore,Piraeus,40GP,5510,150,29,MOCK (replace with real 运价有效期),MOCK
Singapore,Piraeus,40HQ,5510,150,29,MOCK (replace with real 运价有效期),MOCK
Singapore,Piraeus,40RF,10150,150,29,MOCK (replace with real 运价有效期),MOCK
Singapore,Piraeus,40OT,6850,150,29,MOCK (replace with real 运价有效期),MOCK
Singapore,Piraeus,40FR,7360,150,29,MOCK (replace with real 运价有效期),MOCK
Singapore,Pointe Noire,20GP,4020,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Pointe Noire,40GP,4370,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Pointe Noire,40HQ,4370,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Pointe Noire,40RF,8050,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Pointe Noire,40OT,5430,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Pointe Noire,40FR,5840,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang,20GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang,40GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang,40HQ,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang,40RF,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang,40OT,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang,40FR,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang North,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang North,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang North,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang North,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang North,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang North,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang West,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang West,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang West,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang West,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang West,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Kelang West,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Klang West,20GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Klang West,40GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Klang West,40HQ,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Klang West,40RF,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Klang West,40OT,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Klang West,40FR,0,150,0,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Louis,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Louis,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Louis,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Louis,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Louis,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Port Louis,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Singapore,Qingdao,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Qingdao,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Qingdao,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Qingdao,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Qingdao,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Qingdao,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Qinzhou,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Qinzhou,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Qinzhou,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Qinzhou,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Qinzhou,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Qinzhou,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Rio De Janeiro,20GP,3680,150,21,MOCK (replace with real 运价有效期),MOCK
Singapore,Rio De Janeiro,40GP,3990,150,21,MOCK (replace with real 运价有效期),MOCK
Singapore,Rio De Janeiro,40HQ,3990,150,21,MOCK (replace with real 运价有效期),MOCK
Singapore,Rio De Janeiro,40RF,7350,150,21,MOCK (replace with real 运价有效期),MOCK
Singapore,Rio De Janeiro,40OT,4960,150,21,MOCK (replace with real 运价有效期),MOCK
Singapore,Rio De Janeiro,40FR,5330,150,21,MOCK (replace with real 运价有效期),MOCK
Singapore,Rotterdam,20GP,4550,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Rotterdam,40GP,4940,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Rotterdam,40HQ,4940,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Rotterdam,40RF,9100,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Rotterdam,40OT,6140,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Rotterdam,40FR,6600,150,26,MOCK (replace with real 运价有效期),MOCK
Singapore,Santos,20GP,4020,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Santos,40GP,4370,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Santos,40HQ,4370,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Santos,40RF,8050,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Santos,40OT,5430,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Santos,40FR,5840,150,23,MOCK (replace with real 运价有效期),MOCK
Singapore,Semarang,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Semarang,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Semarang,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Semarang,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Semarang,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Semarang,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Shanghai,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Shanghai,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Shanghai,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Shanghai,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Shanghai,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Shanghai,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Shekou,20GP,1050,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Shekou,40GP,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Shekou,40HQ,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Shekou,40RF,2100,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Shekou,40OT,1420,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Shekou,40FR,1520,150,6,MOCK (replace with real 运价有效期),MOCK
Singapore,Sokhna,20GP,2800,150,16,MOCK (replace with real 运价有效期),MOCK
Singapore,Sokhna,40GP,3040,150,16,MOCK (replace with real 运价有效期),MOCK
Singapore,Sokhna,40HQ,3040,150,16,MOCK (replace with real 运价有效期),MOCK
Singapore,Sokhna,40RF,5600,150,16,MOCK (replace with real 运价有效期),MOCK
Singapore,Sokhna,40OT,3780,150,16,MOCK (replace with real 运价有效期),MOCK
Singapore,Sokhna,40FR,4060,150,16,MOCK (replace with real 运价有效期),MOCK
Singapore,Surabaya,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Surabaya,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Surabaya,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Surabaya,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Surabaya,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Surabaya,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Tangier,20GP,4200,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tangier,40GP,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tangier,40HQ,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tangier,40RF,8400,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tangier,40OT,5670,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tangier,40FR,6090,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tanjung Pelepas,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Tanjung Pelepas,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Tanjung Pelepas,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Tanjung Pelepas,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Tanjung Pelepas,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Tanjung Pelepas,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Singapore,Tema,20GP,4200,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tema,40GP,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tema,40HQ,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tema,40RF,8400,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tema,40OT,5670,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tema,40FR,6090,150,24,MOCK (replace with real 运价有效期),MOCK
Singapore,Tianjin,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Tianjin,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Tianjin,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Tianjin,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Tianjin,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Tianjin,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Singapore,Tincan,20GP,4900,150,28,MOCK (replace with real 运价有效期),MOCK
Singapore,Tincan,40GP,5320,150,28,MOCK (replace with real 运价有效期),MOCK
Singapore,Tincan,40HQ,5320,150,28,MOCK (replace with real 运价有效期),MOCK
Singapore,Tincan,40RF,9800,150,28,MOCK (replace with real 运价有效期),MOCK
Singapore,Tincan,40OT,6620,150,28,MOCK (replace with real 运价有效期),MOCK
Singapore,Tincan,40FR,7100,150,28,MOCK (replace with real 运价有效期),MOCK
Singapore,Tokyo,20GP,2450,150,14,MOCK (replace with real 运价有效期),MOCK
Singapore,Tokyo,40GP,2660,150,14,MOCK (replace with real 运价有效期),MOCK
Singapore,Tokyo,40HQ,2660,150,14,MOCK (replace with real 运价有效期),MOCK
Singapore,Tokyo,40RF,4900,150,14,MOCK (replace with real 运价有效期),MOCK
Singapore,Tokyo,40OT,3310,150,14,MOCK (replace with real 运价有效期),MOCK
Singapore,Tokyo,40FR,3550,150,14,MOCK (replace with real 运价有效期),MOCK
Singapore,Valencia,20GP,4720,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Valencia,40GP,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Valencia,40HQ,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Valencia,40RF,9450,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Valencia,40OT,6380,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Valencia,40FR,6850,150,27,MOCK (replace with real 运价有效期),MOCK
Singapore,Vung Tau,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Vung Tau,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Vung Tau,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Vung Tau,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Vung Tau,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Vung Tau,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Singapore,Xiamen,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Xiamen,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Xiamen,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Xiamen,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Xiamen,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Xiamen,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Singapore,Xingang,20GP,1580,150,9,MOCK (replace with real 运价有效期),MOCK
Singapore,Xingang,40GP,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Singapore,Xingang,40HQ,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Singapore,Xingang,40RF,3150,150,9,MOCK (replace with real 运价有效期),MOCK
Singapore,Xingang,40OT,2130,150,9,MOCK (replace with real 运价有效期),MOCK
Singapore,Xingang,40FR,2280,150,9,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangon,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangon,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangon,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangon,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangon,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangon,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangpu,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangpu,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangpu,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangpu,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Singapore,Yangpu,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
